fecha;tienda_id;facturas;producto_id;cantidad;valor
15/03/2026;70146;1;1567;1;5000
13/03/2026;70146;1;368720;1;6600
10/03/2026;70146;1;2271;1;14500
11/03/2026;70531;1;2439;1;1000
20/03/2026;5046;1;919371;1;4900
11/03/2026;5046;1;290549;1;1500
27/03/2026;70548;2;753138;2;3600
16/03/2026;70587;2;371927;2;1600
2/03/2026;70548;4;290549;4;7000
31/03/2026;5046;2;290942;2;1000
23/03/2026;70548;1;701199;1;6500
10/03/2026;70771;1;894330;1;2500
15/03/2026;70476;1;2439;1;2000
19/03/2026;5046;1;9658;1;4400
21/03/2026;70587;1;753945;1;3000
28/02/2026;5046;2;20455;2;38800
17/03/2026;70476;2;2067;2;5600
26/02/2026;5046;1;536;1;8600
9/03/2026;70320;1;702559;1;6000
13/02/2026;70587;1;675957;1;1600
3/02/2026;70320;2;617306;2;4000
27/03/2026;70548;2;753945;2;6000
8/03/2026;70146;2;463301;2;8600
9/03/2026;70771;1;273085;1;2700
30/01/2026;70146;1;11661;1;2300
12/02/2026;70320;1;833413;1;4000
12/03/2026;5046;1;632471;1;2200
13/02/2026;70146;1;1568;1;9600
4/03/2026;70146;1;368720;1;6600
14/03/2026;70146;1;46998;1;4900
25/03/2026;5046;1;654980;1;3000
1/02/2026;5046;1;265418;1;8200
7/03/2026;70320;1;266024;1;2000
20/03/2026;70771;1;314099;1;8500
16/01/2026;5046;1;266881;1;8200
22/03/2026;70531;1;2067;1;2900
23/03/2026;70320;1;9771;1;1000
22/03/2026;70476;1;2065;1;2800
30/03/2026;70146;1;463570;1;8600
25/03/2026;5046;1;475014;1;7200
20/02/2026;70476;2;617306;2;6900
20/01/2026;70476;1;267766;1;8000
23/02/2026;70476;1;617305;1;2300
13/02/2026;70548;1;616486;1;2500
16/01/2026;70476;1;2058;1;7000
16/01/2026;70476;1;723096;1;4000
13/02/2026;5046;1;2067;1;2800
25/02/2026;70771;1;290942;1;500
13/02/2026;70587;1;753945;1;3000
15/02/2026;5046;1;277825;1;2300
19/02/2026;5046;1;650685;1;7500
3/02/2026;5046;1;702558;1;3000
24/02/2026;5046;1;11661;1;2200
5/03/2026;70146;1;2067;1;2800
5/03/2026;70771;1;46998;1;5500
22/03/2026;70587;1;2065;1;3000
1/03/2026;70587;1;19259;1;1200
2/01/2026;70531;2;539;2;400
24/01/2026;5046;3;2065;3;11200
18/01/2026;70476;1;632471;1;2000
17/01/2026;5046;1;702555;1;3000
30/01/2026;5046;1;9757;1;2700
15/01/2026;70146;1;463570;1;6900
6/01/2026;70146;1;2271;1;13400
2/01/2026;70146;1;1567;1;4800
26/01/2026;70548;1;2065;1;3000
8/01/2026;70548;1;11661;1;2200
16/01/2026;70146;1;2469;1;3600
9/01/2026;70587;1;2065;1;3000
14/01/2026;70587;1;2895;1;2500
16/01/2026;70587;1;2895;1;2500
2/01/2026;70587;1;11661;1;2500
31/01/2026;70476;1;266880;1;8000
1/01/2026;70548;4;72439;4;30000
28/01/2026;5046;1;11661;1;2200
25/01/2026;5046;1;851232;1;5000
14/01/2026;5046;1;851232;1;5000
13/01/2026;5046;1;723096;1;2200
7/01/2026;5046;1;290549;1;1500
17/01/2026;70587;3;675957;3;2400
26/01/2026;70587;2;675957;2;3200
8/01/2026;70531;2;290942;2;1000
18/02/2026;70476;6;273085;6;13800
6/02/2026;70146;1;11661;1;2300
18/02/2026;70587;1;277825;1;2500
8/02/2026;70587;1;656013;1;1500
5/02/2026;70587;1;2439;1;1000
20/02/2026;70587;2;548182;2;2000
6/02/2026;70771;1;46998;1;5500
13/02/2026;70320;1;607838;1;3000
28/02/2026;70548;10;20403;10;95000
17/02/2026;70548;10;20403;10;90000
16/02/2026;70146;1;627079;1;2000
23/02/2026;70320;1;9763;1;1300
2/02/2026;70548;1;9771;1;1500
21/02/2026;70146;1;266881;1;8500
9/02/2026;70146;4;463301;4;17200
20/02/2026;5046;1;614184;1;2200
28/02/2026;5046;1;233861;1;2200
2/02/2026;5046;1;2065;1;2800
26/02/2026;70587;1;371927;1;1600
26/02/2026;5046;5;20403;5;25000
14/03/2026;70146;1;1568;1;19200
1/03/2026;70476;5;273085;5;11500
29/03/2026;70531;1;2895;1;2400
15/03/2026;70146;1;460725;1;7600
13/03/2026;70146;5;489461;5;24500
9/03/2026;5046;3;20403;3;20000
13/03/2026;70146;3;675957;3;18000
13/03/2026;70146;1;753138;1;1700
28/03/2026;70531;1;688653;1;1500
6/03/2026;70531;1;2067;1;2900
22/03/2026;70146;1;290942;1;1000
20/03/2026;70320;1;753138;1;2500
7/03/2026;70548;1;20455;1;10000
28/03/2026;70771;1;894330;1;2500
26/03/2026;70771;1;894330;1;2500
2/03/2026;70146;5;489461;5;29400
30/03/2026;70531;3;1241;3;900
4/03/2026;70146;1;604073;1;7800
23/03/2026;70146;2;1568;2;17400
10/03/2026;70320;1;278104;1;10000
16/01/2026;5046;1;919371;1;4900
2/03/2026;70146;5;675957;5;30000
29/03/2026;70906;1;614184;1;2500
21/03/2026;70146;1;2439;1;1000
7/03/2026;5046;1;650685;1;7500
28/02/2026;70548;1;650685;1;8000
1/02/2026;70548;1;22942;1;600
17/02/2026;70146;1;273085;1;2300
8/02/2026;5046;1;233861;1;2200
12/03/2026;70587;4;919371;4;3500
15/03/2026;70320;2;627079;2;4400
24/02/2026;5046;1;11676;1;5500
3/02/2026;70548;1;675957;1;13000
31/03/2026;70146;1;368720;1;6600
13/03/2026;70771;1;314099;1;8500
7/02/2026;70587;1;277825;1;2500
12/03/2026;70146;1;1568;1;9600
17/03/2026;70531;1;688653;1;1500
15/01/2026;70587;1;273085;1;2500
17/03/2026;70531;1;2841;1;2900
9/03/2026;70548;1;650685;1;8000
2/03/2026;70771;1;617306;1;2500
1/03/2026;70146;1;2895;1;2300
16/02/2026;70476;1;11661;1;2300
17/01/2026;70587;1;753945;1;3000
9/01/2026;5046;1;782186;1;15000
11/01/2026;5046;1;313100;1;8200
7/01/2026;70548;1;11778;1;600
17/01/2026;70587;1;489461;1;4500
21/01/2026;70771;1;1223;1;15500
5/01/2026;5046;1;919371;1;4500
8/02/2026;5046;1;2841;1;2900
15/02/2026;70548;1;277825;1;4800
3/02/2026;70320;1;267854;1;2000
27/02/2026;70548;1;51475;1;1800
13/02/2026;70548;1;617305;1;2200
19/02/2026;5046;1;292230;1;1200
14/02/2026;70587;1;2439;1;2000
28/02/2026;5046;1;617306;1;2200
1/02/2026;5046;2;753945;2;5800
18/03/2026;5046;1;494726;1;4900
25/03/2026;70146;1;1287;1;7800
18/03/2026;70320;1;273085;1;2500
17/03/2026;70320;1;627079;1;2200
26/03/2026;70320;1;627079;1;2200
16/03/2026;70771;1;277825;1;2700
28/03/2026;70587;1;32052;1;7500
22/03/2026;70548;1;313100;1;9000
7/03/2026;70548;1;702559;1;3200
23/03/2026;70548;1;632471;1;2300
6/03/2026;70476;1;2065;1;2800
5/03/2026;70771;1;1568;1;10500
6/01/2026;70587;1;2841;1;6000
2/01/2026;70906;1;9757;1;5000
15/01/2026;70548;1;614184;1;4400
13/01/2026;5046;1;2895;1;2200
25/01/2026;70476;1;199;1;2700
21/01/2026;5046;2;702559;2;6000
17/01/2026;5046;2;2065;2;5600
23/01/2026;70146;1;267854;1;2000
14/01/2026;70146;1;267854;1;2000
27/01/2026;70146;1;191;1;8500
22/01/2026;70587;1;9757;1;2000
21/01/2026;70771;1;267766;1;9000
5/01/2026;70531;1;2895;1;2400
27/01/2026;70476;2;34113;2;10000
29/01/2026;70587;2;2439;2;4000
25/01/2026;5046;1;290549;1;1500
21/01/2026;70548;8;20403;8;60000
8/01/2026;70146;1;701199;1;5500
13/01/2026;70320;1;631161;1;2000
8/02/2026;5046;2;650685;2;15000
6/02/2026;5046;1;2116;1;8000
7/02/2026;70906;1;277825;1;2500
7/02/2026;70531;1;273085;1;2400
27/02/2026;5046;1;654979;1;2700
14/02/2026;70146;5;489461;5;29400
23/02/2026;70320;1;851232;1;5500
19/02/2026;70548;1;20455;1;10000
2/02/2026;70476;2;273085;2;4600
16/02/2026;70476;2;773301;2;4800
17/02/2026;5046;1;20455;1;19400
7/02/2026;5046;1;2881;1;8000
14/03/2026;70531;2;1241;2;1200
8/03/2026;70587;1;539;1;500
15/03/2026;5046;1;313100;1;8200
2/03/2026;70476;1;34113;1;5700
18/03/2026;70146;1;9757;1;2000
12/03/2026;70146;1;2065;1;2800
18/03/2026;70146;1;2116;1;7800
18/03/2026;70146;1;273085;1;2300
6/03/2026;70587;1;11661;1;2500
10/03/2026;5046;2;2895;2;6600
19/03/2026;70146;1;463301;1;4300
29/03/2026;5046;2;265418;2;17000
7/03/2026;70548;7;20403;7;60000
10/03/2026;70587;2;548182;2;3000
9/03/2026;5046;1;20455;1;19400
2/03/2026;70146;4;368720;4;26400
28/02/2026;5046;1;1853;1;4000
7/03/2026;5046;4;702559;4;12000
3/01/2026;5046;1;20455;1;17800
18/01/2026;5046;1;313100;1;8200
13/02/2026;70320;1;34113;1;5000
17/01/2026;70531;4;1241;4;1000
2/02/2026;70548;1;2065;1;6000
2/02/2026;70146;2;1568;2;19200
5/03/2026;70146;1;753137;1;1700
13/03/2026;70320;2;489461;2;9600
24/01/2026;70476;1;753945;1;2800
8/03/2026;5046;2;2118;2;15000
22/03/2026;70531;2;11661;2;4800
28/02/2026;70548;1;22942;1;2400
4/02/2026;70320;1;2439;1;3000
30/03/2026;70146;3;1568;3;26100
12/02/2026;70587;1;72469;1;8000
22/01/2026;70771;2;1567;2;11000
16/03/2026;70320;1;2065;1;3000
8/03/2026;5046;1;31323;1;7500
14/02/2026;70476;1;199;1;2700
28/01/2026;70587;1;371927;1;800
8/02/2026;5046;1;20403;1;5000
25/01/2026;70531;2;2439;2;5000
9/03/2026;70548;1;461523;1;4200
30/03/2026;70906;1;233861;1;2500
24/03/2026;70906;1;277825;1;2500
24/01/2026;70587;1;494726;1;4500
15/01/2026;5046;1;11676;1;5500
14/01/2026;70548;1;22942;1;3000
12/01/2026;5046;2;20455;2;28800
13/01/2026;70906;1;273085;1;5000
20/01/2026;70146;1;627079;1;1800
13/01/2026;70146;1;278104;1;2300
27/01/2026;70146;1;291348;1;4000
20/02/2026;70906;1;650685;1;8000
11/02/2026;70531;1;747447;1;1500
4/02/2026;70146;1;607838;1;2200
27/02/2026;5046;1;2895;1;2200
9/02/2026;70531;1;539;1;200
6/02/2026;70320;1;72469;1;8000
22/02/2026;70548;1;11676;1;6000
21/02/2026;70146;1;368720;1;6600
24/02/2026;70587;1;9763;1;1500
18/02/2026;70906;1;9757;1;2500
27/02/2026;70906;1;9757;1;2500
3/03/2026;70476;1;833413;1;2500
5/03/2026;70146;1;701199;1;6000
12/03/2026;70587;1;833413;1;2600
30/03/2026;5046;1;617305;1;2200
26/03/2026;70146;1;9658;1;2200
5/03/2026;70548;1;266880;1;8500
30/03/2026;70587;1;753945;1;3000
10/03/2026;70771;1;2895;1;2500
8/03/2026;5046;1;38583;1;4000
16/03/2026;70476;2;627079;2;4000
19/03/2026;70587;1;9757;1;2000
20/01/2026;70906;3;753391;3;2500
19/01/2026;70548;2;702559;2;9000
5/01/2026;5046;1;617306;1;2200
5/01/2026;5046;1;2118;1;7500
23/01/2026;70476;1;34113;1;5500
16/01/2026;70476;2;702559;2;5600
29/01/2026;5046;2;702555;2;6000
3/01/2026;70146;1;314099;1;7200
20/01/2026;70548;1;273085;1;2400
18/01/2026;70548;1;9658;1;2200
2/01/2026;70146;1;2895;1;2300
29/01/2026;70146;1;2116;1;7800
16/01/2026;70146;1;273085;1;2300
26/01/2026;70146;1;627079;1;1800
30/01/2026;70320;1;273085;1;2400
3/01/2026;70771;2;233861;2;4400
17/01/2026;70771;1;2895;1;2500
17/01/2026;70771;1;2904;1;1800
6/01/2026;70587;2;277825;2;5000
20/01/2026;70531;1;273085;1;2400
29/01/2026;70476;1;614184;1;2000
28/01/2026;70476;1;650734;1;2000
28/01/2026;70587;1;72469;1;8000
10/01/2026;70548;1;702559;1;3000
23/01/2026;70548;1;1440;1;200
28/01/2026;5046;1;2895;1;2200
15/01/2026;5046;2;851232;2;10000
14/01/2026;70548;8;20403;8;55000
15/01/2026;70587;9;919371;9;8400
23/02/2026;70531;1;2895;1;4800
14/02/2026;70146;2;1567;2;15000
15/02/2026;70476;1;2841;1;2800
17/02/2026;70476;3;273085;3;6900
9/02/2026;70476;1;2895;1;2300
6/02/2026;70476;1;233861;1;2000
20/02/2026;70771;1;265418;1;9000
6/02/2026;70587;1;277825;1;2500
21/02/2026;70587;2;2065;2;6000
16/02/2026;70587;1;273085;1;2500
26/02/2026;70587;2;19259;2;2400
19/02/2026;70587;2;494726;2;10000
17/02/2026;70476;4;368720;4;28000
26/02/2026;5046;1;32052;1;8000
5/02/2026;70587;1;371927;1;800
19/02/2026;70320;1;371927;1;7000
5/02/2026;70548;5;20403;5;65000
10/02/2026;70548;1;701199;1;6500
27/02/2026;70476;1;627079;1;2000
14/02/2026;70587;2;2841;2;6000
18/02/2026;70771;2;46998;2;11000
6/03/2026;5046;1;20455;1;19400
14/03/2026;70146;4;489461;4;24500
28/03/2026;5046;2;650685;2;22500
11/03/2026;70146;1;795174;1;15000
15/03/2026;70146;1;463301;1;4300
11/03/2026;70587;1;2439;1;1000
28/03/2026;5046;1;11676;1;6000
10/03/2026;5046;2;20403;2;10000
11/03/2026;70146;1;290549;1;1200
14/03/2026;70587;3;675957;3;4800
7/03/2026;70548;2;675957;2;13000
21/03/2026;70771;1;46998;1;5500
11/02/2026;70548;1;17878;1;2200
9/01/2026;70587;1;32052;1;7500
9/02/2026;70320;1;702559;1;3000
20/02/2026;70146;7;489461;7;39200
25/02/2026;5046;1;650685;1;7500
12/03/2026;70771;1;2067;1;3300
9/02/2026;70146;1;463570;1;25800
29/01/2026;70771;3;290942;3;1500
22/01/2026;70476;1;2065;1;2800
26/03/2026;70476;1;72439;1;8500
21/03/2026;70548;1;267854;1;2000
25/01/2026;70587;1;9757;1;4000
7/03/2026;70548;1;314099;1;9000
13/01/2026;70548;1;677327;1;1000
21/02/2026;70146;3;463301;3;12900
1/03/2026;70146;1;2116;1;7800
18/03/2026;70531;1;290942;1;500
8/03/2026;70146;1;233861;1;2000
18/03/2026;70548;1;2841;1;3000
3/03/2026;70476;1;2895;1;2300
4/02/2026;70476;1;725799;1;2000
2/02/2026;70548;1;22942;1;600
1/03/2026;70476;1;277825;1;2300
14/02/2026;70320;1;72439;1;8000
21/03/2026;70548;1;277825;1;4800
14/03/2026;70771;1;265418;1;9000
11/03/2026;70548;2;753945;2;6000
3/03/2026;70906;1;617306;1;2500
10/01/2026;70587;1;723096;1;2100
8/01/2026;70320;1;72439;1;8000
22/01/2026;70587;1;456;1;2400
6/01/2026;5046;1;20455;1;17800
3/01/2026;70146;1;618608;1;2000
3/01/2026;70146;1;675957;1;5500
6/02/2026;70146;2;1568;2;19200
18/02/2026;5046;1;11661;1;2200
15/02/2026;70531;2;1241;2;800
16/02/2026;70320;1;34113;1;5000
28/02/2026;70146;1;1568;1;19200
12/02/2026;70146;1;313100;1;7500
23/03/2026;5046;2;2841;2;5800
26/03/2026;70906;1;2895;1;5000
23/03/2026;70146;1;463570;1;8600
26/03/2026;70146;1;313100;1;7500
15/03/2026;70320;1;266024;1;2000
16/03/2026;70320;1;72469;1;8500
16/03/2026;70548;1;11661;1;2200
31/03/2026;70548;1;11674;1;6500
3/03/2026;5046;1;38583;1;2000
16/03/2026;70476;1;2065;1;2800
21/03/2026;70146;1;2118;1;7800
4/01/2026;70531;1;2439;1;4000
21/01/2026;70146;1;463301;1;7200
31/01/2026;70146;2;2067;2;8400
22/01/2026;70476;1;617305;1;2000
14/01/2026;5046;1;2895;1;2200
11/01/2026;5046;3;2904;3;4800
2/01/2026;70146;1;617310;1;2000
7/01/2026;70146;1;617305;1;2000
23/01/2026;70146;3;489461;3;22000
20/01/2026;70146;3;489461;3;17600
9/01/2026;70146;2;1568;2;18300
28/01/2026;70548;1;753945;1;3000
22/01/2026;70548;1;313100;1;8500
2/01/2026;70548;1;702559;1;3000
11/01/2026;70548;1;617306;1;2200
28/01/2026;5046;3;650685;3;22500
3/01/2026;70548;1;11674;1;6000
9/01/2026;70146;1;701199;1;5500
20/01/2026;70320;2;851232;2;40000
15/01/2026;5046;1;675957;1;4800
16/01/2026;70531;1;688653;1;1500
28/02/2026;70587;1;278104;1;5000
22/02/2026;70587;1;9757;1;6000
28/02/2026;5046;1;266881;1;8200
9/02/2026;70476;1;267766;1;8000
25/02/2026;70771;1;273085;1;2700
4/02/2026;70587;1;2065;1;3000
9/02/2026;70531;1;266880;1;8200
12/02/2026;70771;1;314099;1;8500
17/02/2026;70146;1;267854;1;2000
11/02/2026;70320;2;851232;2;15000
8/02/2026;70476;1;2065;1;2800
3/02/2026;70476;2;273085;2;4600
12/02/2026;70146;1;11661;1;2300
25/02/2026;70587;1;9757;1;2000
19/02/2026;70320;1;9757;1;2000
18/02/2026;70548;1;277825;1;2400
28/02/2026;5046;1;290549;1;3000
6/02/2026;5046;1;20455;1;19400
23/02/2026;5046;3;290942;3;1500
23/02/2026;5046;1;725799;1;2200
23/02/2026;70531;1;688654;1;1500
20/02/2026;70476;2;710457;2;4000
21/03/2026;70587;2;2065;2;42000
14/03/2026;70587;1;2841;1;6000
28/03/2026;5046;1;2904;1;3200
14/03/2026;5046;1;744685;1;3000
9/03/2026;70476;1;72469;1;8500
26/03/2026;70531;1;266880;1;8700
11/03/2026;5046;1;494726;1;4900
11/03/2026;5046;1;650685;1;7500
13/03/2026;5046;1;2065;1;2800
20/03/2026;5046;1;2067;1;2800
8/03/2026;70146;1;614184;1;2200
26/03/2026;70548;1;290549;1;1400
11/03/2026;70146;1;291348;1;2100
21/03/2026;70531;2;290942;2;1000
15/03/2026;70587;1;919371;1;700
4/03/2026;70548;1;675957;1;6500
18/03/2026;70771;1;46998;1;5500
30/03/2026;70771;1;650220;1;2000
2/02/2026;70146;1;273085;1;2300
11/02/2026;70587;1;72469;1;8000
31/03/2026;70146;3;1568;3;26100
23/03/2026;5046;1;290549;1;1500
4/03/2026;70771;1;46998;1;5500
28/02/2026;5046;3;494726;3;14700
13/02/2026;70587;1;273085;1;2500
22/01/2026;70587;1;494726;1;4500
18/03/2026;70548;1;51475;1;2400
26/03/2026;5046;1;2058;1;7000
21/02/2026;70146;1;617306;1;2200
25/02/2026;70548;1;617306;1;2500
28/03/2026;70476;1;368720;1;7400
1/01/2026;70771;1;1567;1;5500
19/03/2026;70146;1;9757;1;2000
2/03/2026;70320;1;72469;1;8500
6/03/2026;5046;1;9658;1;2200
25/01/2026;70476;1;2065;1;2800
9/02/2026;70146;2;46998;2;9800
4/02/2026;70146;2;463301;2;8600
24/01/2026;5046;1;627079;1;1900
4/02/2026;70548;1;314099;1;8500
8/02/2026;70146;1;2841;1;2800
3/03/2026;70146;1;2841;1;2800
6/03/2026;70771;1;265418;1;9000
9/01/2026;70587;1;277825;1;2500
9/01/2026;70587;1;2912;1;3000
19/01/2026;70548;1;12249;1;900
27/01/2026;70771;1;463570;1;8300
17/01/2026;70146;1;290942;1;500
12/01/2026;70548;1;292230;1;2800
18/01/2026;70531;1;1241;1;500
11/02/2026;70476;1;368720;1;7000
5/02/2026;70587;1;494726;1;4500
3/02/2026;5046;1;631161;1;2200
6/02/2026;70146;2;46998;2;9800
26/02/2026;5046;1;277825;1;4600
14/02/2026;70548;1;697728;1;600
3/02/2026;5046;1;614184;1;2200
17/02/2026;70320;1;489461;1;4800
17/02/2026;70320;1;702559;1;3000
7/02/2026;70548;1;72439;1;7500
1/02/2026;5046;1;702559;1;3000
14/03/2026;70146;2;1567;2;10000
8/03/2026;5046;2;702558;2;6000
17/03/2026;70146;1;290942;1;500
24/03/2026;5046;1;20403;1;5000
1/03/2026;70320;1;627079;1;2200
17/03/2026;70320;1;616486;1;2200
28/03/2026;70146;1;1567;1;5000
23/03/2026;70548;1;265418;1;8500
23/03/2026;70548;1;267766;1;8500
23/03/2026;70548;1;9757;1;2200
30/03/2026;70587;1;273085;1;2500
12/03/2026;70146;1;2794;1;2000
2/03/2026;70771;1;463301;1;4500
1/03/2026;70771;1;2271;1;15500
13/03/2026;70146;1;1186;1;2900
30/01/2026;70320;1;650617;1;3000
17/01/2026;70548;1;697728;1;600
6/01/2026;70146;4;489461;4;26400
6/01/2026;5046;2;2841;2;8700
30/01/2026;5046;2;753945;2;8700
13/01/2026;5046;2;2065;2;5600
17/01/2026;5046;1;265418;1;8200
24/01/2026;5046;1;313100;1;8200
2/01/2026;5046;3;20403;3;13800
26/01/2026;70476;1;2439;1;1000
15/01/2026;5046;1;2058;1;7000
2/01/2026;5046;1;2883;1;7800
24/01/2026;70146;1;617306;1;2000
31/01/2026;70146;1;267854;1;2000
7/01/2026;70146;6;463301;6;21600
4/01/2026;70146;1;463570;1;6900
2/01/2026;70146;1;368720;1;6500
4/01/2026;70771;1;314099;1;8500
29/01/2026;70476;1;9757;1;2000
1/01/2026;70548;1;9757;1;2200
12/01/2026;70548;1;266880;1;8500
2/01/2026;70146;1;273085;1;2300
29/01/2026;70146;1;2065;1;2800
15/01/2026;70146;2;2116;2;15600
16/01/2026;70146;1;2895;1;2300
13/01/2026;70587;1;9770;1;2000
22/01/2026;70320;1;9757;1;2000
7/01/2026;70587;1;2065;1;3000
2/01/2026;70587;1;273085;1;2500
4/01/2026;70587;1;11661;1;2500
8/01/2026;70531;1;11661;1;2400
19/01/2026;5046;1;2118;1;7500
23/01/2026;5046;1;2881;1;8000
15/01/2026;5046;1;290942;1;500
5/01/2026;70320;1;371927;1;7000
8/01/2026;70771;2;753137;2;4000
26/01/2026;70771;1;290942;1;500
29/01/2026;70548;1;631161;1;2200
3/02/2026;70476;3;368720;3;21000
6/02/2026;70146;3;489461;3;19600
1/02/2026;70531;4;1241;4;900
28/02/2026;70587;3;2841;3;12000
28/02/2026;70146;3;489461;3;29400
17/02/2026;70476;1;2895;1;2300
28/02/2026;70587;3;2067;3;9000
13/02/2026;70771;1;463301;1;4500
10/02/2026;70771;2;463570;2;16600
6/02/2026;70476;1;614184;1;2000
28/02/2026;70320;3;851232;3;16500
8/02/2026;70548;6;20403;6;55000
23/02/2026;70548;1;292230;1;1400
24/02/2026;70548;1;701199;1;6500
11/02/2026;70476;1;753945;1;2800
13/02/2026;70320;1;273085;1;2400
25/02/2026;70548;1;753945;1;3000
3/02/2026;70548;1;273085;1;2400
20/02/2026;5046;1;20455;1;19400
6/02/2026;70587;2;675957;2;4000
24/02/2026;5046;4;20403;4;20000
2/02/2026;5046;1;20403;1;5000
9/03/2026;70476;1;34113;1;5700
8/03/2026;70476;1;461523;1;4500
9/03/2026;5046;1;2058;1;7000
11/03/2026;70146;2;72439;2;15200
11/03/2026;5046;1;38583;1;2000
9/03/2026;5046;1;725799;1;2200
11/03/2026;70146;1;290942;1;500
20/03/2026;70476;2;631161;2;4600
2/03/2026;70587;2;273085;2;7500
11/03/2026;70587;2;9757;2;4000
25/03/2026;70146;1;290549;1;1200
22/03/2026;70548;4;20403;4;30000
21/03/2026;70548;1;675957;1;6500
7/03/2026;70587;1;2065;1;6000
3/03/2026;70476;2;273085;2;6900
26/03/2026;70320;1;617305;1;2300
22/03/2026;70531;1;2065;1;2900
23/02/2026;70548;4;38583;4;21600
18/03/2026;70146;1;617306;1;2200
28/03/2026;70320;1;9771;1;1000
1/01/2026;70531;2;1241;2;400
19/02/2026;70548;5;20403;5;75000
25/01/2026;70587;1;2439;1;1000
5/01/2026;70587;1;494726;1;4500
7/01/2026;5046;2;701199;2;12000
4/03/2026;70531;2;290942;2;1000
11/01/2026;5046;1;11676;1;5500
3/03/2026;70146;1;267854;1;2000
11/02/2026;5046;1;650685;1;7500
27/03/2026;5046;1;617305;1;2200
3/02/2026;70146;1;2912;1;3200
8/02/2026;5046;1;650734;1;2200
7/02/2026;70146;1;463301;1;4300
25/01/2026;70146;1;290549;1;1200
23/02/2026;5046;1;489461;1;4900
4/01/2026;5046;1;508962;1;3300
11/01/2026;5046;1;650685;1;15000
17/02/2026;70531;1;539;1;200
26/03/2026;70146;1;463570;1;8600
26/03/2026;70771;1;2067;1;3300
18/01/2026;70906;1;2895;1;2500
17/01/2026;70146;3;675957;3;16500
9/03/2026;70548;1;640427;1;2700
22/01/2026;70587;2;371927;2;8000
5/02/2026;70476;1;461523;1;4200
28/02/2026;70548;1;697728;1;1200
19/02/2026;5046;2;273085;2;4600
8/03/2026;70476;1;2065;1;2800
8/02/2026;70587;1;9757;1;2000
30/01/2026;70531;1;688653;1;1500
31/03/2026;70146;1;314099;1;7500
4/03/2026;70476;1;277825;1;2300
13/03/2026;70771;1;266024;1;2000
8/01/2026;5046;1;9770;1;4000
17/01/2026;70587;1;632471;1;2000
14/01/2026;70587;1;614184;1;2000
5/01/2026;70587;1;650685;1;7500
16/01/2026;70587;1;539;1;400
25/01/2026;70146;1;2439;1;2000
4/01/2026;70146;1;650220;1;1500
5/02/2026;70146;1;614184;1;2000
17/02/2026;70146;1;314099;1;7500
18/02/2026;5046;1;919371;1;4900
17/02/2026;70146;1;675957;1;6000
20/02/2026;5046;1;2117;1;8000
24/02/2026;5046;1;2065;1;2800
18/02/2026;5046;1;31323;1;7500
9/02/2026;70146;1;313100;1;7500
1/02/2026;70146;1;534;1;9500
3/02/2026;70531;1;273085;1;2400
6/03/2026;70906;1;9770;1;2500
16/03/2026;70320;1;9757;1;2000
31/03/2026;70146;2;1567;2;10000
31/03/2026;70587;1;2841;1;3000
26/03/2026;70771;1;314099;1;8500
11/03/2026;5046;1;233861;1;2200
5/03/2026;5046;2;654977;2;5400
1/03/2026;5046;1;701199;1;6000
6/01/2026;70146;2;1567;2;14400
4/01/2026;70531;2;1241;2;300
16/01/2026;5046;3;20403;3;18400
1/01/2026;70476;1;72469;1;8000
10/01/2026;5046;1;627079;1;1900
4/01/2026;5046;1;489461;1;4500
20/01/2026;70146;1;11310;1;12000
26/01/2026;70146;1;313100;1;7200
23/01/2026;70146;4;1568;4;38400
2/01/2026;70548;1;11661;1;2200
26/01/2026;70548;1;233861;1;2200
16/01/2026;70548;1;11661;1;2200
17/01/2026;70146;1;2067;1;2800
5/01/2026;70146;1;265418;1;8000
15/01/2026;70320;1;627079;1;2000
8/01/2026;70320;1;278104;1;2400
25/01/2026;70771;1;273085;1;2700
8/01/2026;70587;1;2895;1;5000
31/01/2026;70146;1;675957;1;6000
31/01/2026;70146;1;290942;1;500
30/01/2026;5046;1;723096;1;2500
9/01/2026;70587;6;675957;6;8000
18/01/2026;70548;1;290549;1;1400
20/02/2026;70476;2;34113;2;11400
1/02/2026;70476;1;2841;1;2800
1/02/2026;70476;1;2067;1;2800
14/02/2026;5046;1;267766;1;8200
25/02/2026;70587;1;72469;1;8000
22/02/2026;70548;3;20403;3;30000
14/02/2026;70476;1;2895;1;2300
23/02/2026;70771;1;2841;1;3300
11/02/2026;70548;2;753945;2;6000
5/02/2026;5046;2;273085;2;4600
4/02/2026;70531;2;290942;2;2000
19/02/2026;70587;3;371927;3;6400
20/03/2026;70587;1;489461;1;4500
16/03/2026;5046;1;617306;1;4400
29/03/2026;5046;1;701199;1;6000
6/03/2026;70476;1;614184;1;2300
9/03/2026;70476;2;614184;2;4600
18/03/2026;70476;1;2067;1;2800
14/03/2026;70587;1;9658;1;2000
8/03/2026;70587;1;266880;1;8500
10/03/2026;70146;1;1440;1;4800
20/03/2026;5046;1;2841;1;2900
6/03/2026;70146;4;489461;4;19600
21/03/2026;5046;1;919371;1;4900
15/03/2026;70146;1;650220;1;1700
8/03/2026;70587;1;2895;1;2500
8/03/2026;70548;5;20403;5;60000
2/03/2026;70771;1;2065;1;3300
17/01/2026;70320;1;489461;1;9200
